Status,ExternalReference,DistributionChannel,UserLanguage,Q2,Q3,Q2.1,Q3.1,Q4,Q27,Q28,Q29,Q30,Q42,Q43,Q44,Q50,Q45,Q13,Q14,Q15,Q32,Q33,Q34,Q35,Q36,Q46,Q47,Q48,Q49,Q18,Q37,Q38,Q39,Q40,Q41,Q32.1,Q33.1,Q34.1,Q35.1,Q36.1,Q37.1,Q38.1,Q39.1,Q40.1,Q41.1,Q42.1,Q43.1,gender,gender_4_TEXT,age,nationality
IP Address,,anonymous,EN-GB,Yes,66f8646e015997a168bc82c7,Somewhat agree,Strongly agree,Somewhat agree,Somewhat dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Extremely satisfied,A great deal,A lot,A lot,A great deal,Sometimes,Somewhat,A lot,A lot,A little,A moderate amount,A moderate amount,A lot,A little,A moderate amount,A lot,A great deal,A lot,A moderate amount,A lot,A great deal,A great deal,A lot,A great deal,A moderate amount,A lot,A great deal,A great deal,A lot,A lot,A great deal,A lot,A moderate amount,A lot,A lot,A great deal,Female,,29,Latvia 
IP Address,,anonymous,EN-GB,Yes,66b21f6c058e8c922841fd31,Strongly disagree,Somewhat agree,Somewhat agree,Extremely dissatisfied,Extremely satisfied,Extremely dissatisfied,Extremely satisfied,A great deal,A lot,A moderate amount,A great deal,Never,Somewhat,Not at all,Somewhat,None at all,A moderate amount,None at all,None at all,None at all,A moderate amount,A moderate amount,A great deal,A great deal,A lot,A little,A lot,A great deal,A lot,A great deal,A moderate amount,A lot,A lot,A great deal,A moderate amount,A lot,A moderate amount,A lot,A little,A great deal,A lot,A great deal,Female,,35,African
IP Address,,anonymous,EN-GB,Yes,5f1b84fcc8e0fc37e63008d8,Strongly agree,Strongly agree,Strongly agree,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Extremely satisfied,A great deal,A moderate amount,A great deal,A great deal,Sometimes,Somewhat,Somewhat,Not at all,None at all,A moderate amount,A moderate amount,A little,None at all,A lot,A moderate amount,A lot,A lot,A moderate amount,A great deal,A lot,A great deal,A great deal,A great deal,A lot,A moderate amount,A little,A lot,A lot,A lot,A lot,A little,A little,A little,A little,A little,Female,,23,Portuguese
IP Address,,anonymous,EN-GB,Yes,611fbf86423c9a875559377d,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,A moderate amount,A lot,A moderate amount,A lot,Sometimes,Somewhat,Somewhat,A lot,None at all,A moderate amount,A little,A moderate amount,A little,A lot,A moderate amount,A moderate amount,A lot,A moderate amount,A lot,A great deal,A great deal,A great deal,A great deal,A lot,A lot,A moderate amount,A lot,A moderate amount,A lot,A moderate amount,A lot,A little,A moderate amount,A moderate amount,A moderate amount,Female,,21,Portuguese 
IP Address,,anonymous,EN-GB,Yes,5b2bb00bfc75870001983add,Somewhat agree,Somewhat agree,Strongly agree,Extremely dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Extremely satisfied,A great deal,A moderate amount,A lot,A lot,Sometimes,Somewhat,A lot,Not at all,None at all,A moderate amount,A little,A lot,None at all,A lot,A moderate amount,A lot,A great deal,A little,A lot,A great deal,A lot,A lot,A great deal,A moderate amount,A lot,A moderate amount,A lot,A great deal,A lot,A lot,A moderate amount,A little,A lot,A lot,A lot,Female,,37,Canadian
IP Address,,anonymous,EN-GB,Yes,65f056bbe0fc7568c787af20,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,A moderate amount,A moderate amount,A moderate amount,A moderate amount,Sometimes,Completely,Completely,Somewhat,A moderate amount,A moderate amount,A lot,A moderate amount,A moderate amount,A great deal,A great deal,A great deal,A great deal,A lot,A great deal,A great deal,A great deal,A great deal,A great deal,A lot,A lot,A great deal,A great deal,A great deal,A great deal,A moderate amount,A lot,A lot,A great deal,A great deal,A moderate amount,Male,,22,Indonesia
IP Address,,anonymous,EN-GB,Yes,5fb2f265c927279c34edfe94,Somewhat agree,Strongly agree,Strongly agree,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,A lot,A little,None at all,A lot,About half the time,A lot,Somewhat,A little,None at all,A little,A little,A little,A little,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A little,A great deal,A lot,A lot,A moderate amount,A lot,A lot,A moderate amount,A little,A lot,A moderate amount,A moderate amount,A lot,A little,None at all,A little,A little,A little,Female,,23,Polish
IP Address,,anonymous,EN-GB,Yes,66645dfa2639fc47c5bca0a6,Strongly agree,Strongly agree,Strongly agree,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,A lot,A little,A little,A moderate amount,Sometimes,Somewhat,Somewhat,A little,A little,A little,A little,A moderate amount,A little,A lot,A moderate amount,A lot,A lot,A little,A lot,A lot,A lot,A lot,A lot,A lot,A moderate amount,A moderate amount,A lot,A lot,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,Male,,24,Czech Republic
IP Address,,anonymous,EN-GB,Yes,668007f685093c7d9737a1aa,Strongly agree,Strongly agree,Strongly agree,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,A lot,A great deal,A great deal,A great deal,Sometimes,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A great deal,A lot,A lot,A lot,A lot,A lot,A lot,A great deal,A great deal,A great deal,A great deal,A lot,A lot,A great deal,A lot,A lot,A lot,A lot,A lot,A great deal,A moderate amount,A lot,Male,,39,Nigerian 
IP Address,,anonymous,EN-GB,Yes,665b1c02e29aaf66d17b791d,Strongly agree,Strongly agree,Strongly agree,Somewhat dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Extremely satisfied,A lot,A great deal,A great deal,A great deal,Sometimes,A lot,A lot,Not at all,None at all,A little,None at all,None at all,A little,A little,A great deal,A great deal,A great deal,A lot,A lot,A great deal,A great deal,A lot,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A moderate amount,A little,A lot,None at all,Female,,22,south african
IP Address,,anonymous,EN-GB,Yes,615a047f08d2a62e66315a7d,Strongly agree,Somewhat agree,Strongly agree,Somewhat dissatisfied,Somewhat satisfied,Extremely dissatisfied,Extremely satisfied,A great deal,A lot,None at all,A great deal,Sometimes,Completely,Completely,Somewhat,None at all,A great deal,A moderate amount,A lot,None at all,A great deal,A little,A great deal,A great deal,A lot,A lot,A great deal,A great deal,A great deal,A great deal,A lot,A lot,A great deal,A great deal,A moderate amount,A lot,A great deal,A lot,A little,A lot,A lot,A lot,Female,,25,South Africa
IP Address,,anonymous,EN-GB,Yes,66927b4d9352702ee451cf28,Strongly agree,Somewhat agree,Strongly agree,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,A lot,A great deal,A great deal,A lot,Sometimes,A lot,A lot,A lot,A moderate amount,A lot,A moderate amount,A little,A little,A lot,A great deal,A great deal,A lot,A moderate amount,A great deal,A great deal,A great deal,A lot,A great deal,A lot,A lot,A lot,A lot,A lot,A lot,A moderate amount,A lot,A moderate amount,A moderate amount,A lot,A lot,Female,,30,Nigerian
IP Address,,anonymous,EN-GB,Yes,5d84d32ae404a9001acc9ab2,Strongly agree,Strongly agree,Somewhat agree,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,A moderate amount,A moderate amount,None at all,A little,Sometimes,Not at all,Somewhat,Not at all,None at all,A little,None at all,A moderate amount,None at all,A moderate amount,None at all,A moderate amount,A little,A lot,A great deal,A great deal,A lot,A great deal,A moderate amount,A lot,A moderate amount,A moderate amount,A great deal,A little,A moderate amount,A little,A little,None at all,A moderate amount,A moderate amount,A lot,Male,,32,Isael
IP Address,,anonymous,EN-GB,Yes,5f48d42a7bb92a39760f70b2,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,A lot,A moderate amount,A moderate amount,A lot,Most of the time,,A lot,A lot,A moderate amount,A lot,A lot,A moderate amount,A moderate amount,A lot,A lot,A moderate amount,A lot,A moderate amount,A lot,A lot,,A moderate amount,A lot,A moderate amount,A moderate amount,A lot,A moderate amount,A lot,A lot,A moderate amount,A lot,A moderate amount,A lot,A moderate amount,A lot,Male,,25,Polish
IP Address,,anonymous,EN-GB,Yes,66a110adfde1399f463cafc3,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,Extremely satisfied,A great deal,A great deal,A great deal,A great deal,Sometimes,Completely,Completely,Not at all,None at all,None at all,A little,A little,None at all,None at all,A lot,A great deal,A great deal,A lot,A lot,A lot,A lot,A lot,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A lot,A lot,A great deal,None at all,A lot,A lot,A great deal,Female,,23,Black
IP Address,,anonymous,EN-GB,Yes,6101327737f1cdc226011570,Somewhat agree,Strongly agree,Strongly agree,Somewhat dissatisfied,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,A lot,A great deal,A little,None at all,Sometimes,A lot,A lot,Somewhat,A little,A little,A moderate amount,A moderate amount,A little,A moderate amount,A lot,A lot,A moderate amount,A lot,A lot,A moderate amount,A lot,A little,A moderate amount,A lot,A lot,A moderate amount,A lot,A lot,A lot,A lot,A lot,A moderate amount,A moderate amount,A little,A moderate amount,Female,,55,South African
IP Address,,anonymous,EN-GB,Yes,65fc46effab9a961d0d525f6,Strongly agree,Strongly agree,Somewhat agree,Somewhat dissatisfied,Extremely satisfied,Extremely dissatisfied,Extremely satisfied,A great deal,A lot,A moderate amount,A great deal,About half the time,A little,A lot,Somewhat,A moderate amount,A great deal,None at all,A lot,None at all,A great deal,A moderate amount,A great deal,A lot,A moderate amount,A great deal,A great deal,A great deal,A moderate amount,A great deal,A moderate amount,A great deal,None at all,A lot,A little,A moderate amount,A great deal,A lot,None at all,A moderate amount,A great deal,A moderate amount,Male,,19,Brazilian
IP Address,,anonymous,EN-GB,Yes,5f56394cbeeecd026ec5903a,Strongly agree,Strongly agree,Strongly agree,Extremely dissatisfied,Somewhat satisfied,Extremely dissatisfied,Somewhat satisfied,A great deal,A great deal,A great deal,A lot,Most of the time,A lot,Completely,Not at all,None at all,A little,None at all,A little,None at all,A lot,None at all,A lot,A great deal,A moderate amount,A great deal,A great deal,A great deal,A great deal,A great deal,A moderate amount,A little,A moderate amount,None at all,A moderate amount,A little,A lot,A lot,None at all,None at all,A little,A little,Non-binary / third gender,,25,Italian
IP Address,,anonymous,EN-GB,Yes,6159ba34127db31d09b8d366,Strongly agree,Strongly agree,Strongly agree,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,A great deal,A great deal,A moderate amount,A moderate amount,Sometimes,A lot,A little,Somewhat,A little,A lot,A lot,A moderate amount,None at all,A great deal,A great deal,A great deal,A lot,A moderate amount,A little,A little,A lot,None at all,A great deal,A little,None at all,A lot,A lot,A little,None at all,A little,A great deal,A moderate amount,A little,None at all,A moderate amount,Male,,27,South African
IP Address,,anonymous,EN-GB,Yes,5ef67f9650e5f6017d1059ea,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,A moderate amount,A lot,A little,A lot,Sometimes,A lot,A lot,Somewhat,A moderate amount,A moderate amount,A little,A moderate amount,A little,A lot,A lot,A lot,A little,A little,A moderate amount,A moderate amount,A moderate amount,A lot,A moderate amount,A moderate amount,A moderate amount,A lot,A lot,A moderate amount,A lot,A lot,A lot,A little,A moderate amount,A lot,A lot,Female,,31,Poland
IP Address,,anonymous,EN-GB,Yes,603a293ee62ae15da2674441,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,A little,A little,A lot,A lot,Sometimes,A lot,A lot,Completely,A lot,A moderate amount,A lot,A little,A little,A moderate amount,A lot,A great deal,A great deal,A little,A lot,A moderate amount,A lot,A moderate amount,A moderate amount,A lot,A great deal,A lot,A great deal,A lot,A great deal,A lot,A lot,A little,A little,A moderate amount,A little,Male,,22,Polish
IP Address,,anonymous,EN-GB,Yes,669db736809c1118824064d1,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat satisfied,A lot,A lot,A moderate amount,A moderate amount,Sometimes,Somewhat,A lot,Not at all,A little,A moderate amount,A moderate amount,A moderate amount,None at all,A lot,A moderate amount,A lot,A lot,A little,A great deal,A lot,A lot,A lot,A great deal,A great deal,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A lot,A lot,A moderate amount,A little,A moderate amount,A moderate amount,A moderate amount,Female,,30,Portuguese
IP Address,,anonymous,EN-GB,Yes,61685750c05f3d0ec79e9d7f,Strongly agree,Strongly agree,Strongly agree,Extremely dissatisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,A great deal,A great deal,A great deal,A great deal,Sometimes,A lot,A lot,A lot,A great deal,A great deal,A great deal,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A great deal,A moderate amount,A little,A little,A great deal,A great deal,A lot,A lot,A lot,A lot,A great deal,A great deal,A great deal,A moderate amount,A lot,A lot,A lot,Female,,55,South African
IP Address,,anonymous,EN-GB,Yes,66d5bc0e88c4f509f28f8824,Strongly agree,Strongly agree,Strongly agree,Neither satisfied nor dissatisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,A moderate amount,A great deal,A great deal,A great deal,Sometimes,A little,Completely,Completely,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A great deal,A great deal,A great deal,A great deal,A moderate amount,A moderate amount,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A lot,A great deal,A lot,A great deal,A great deal,A great deal,Female,,34,South African 
IP Address,,anonymous,EN-GB,Yes,60ce3582c299649c634dca1f,Strongly agree,Strongly agree,Strongly agree,Extremely dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,A great deal,A great deal,A great deal,A lot,Never,A lot,A lot,Somewhat,A moderate amount,A lot,None at all,A moderate amount,A little,A great deal,A moderate amount,A moderate amount,A great deal,A moderate amount,A great deal,A great deal,A great deal,A great deal,A great deal,A little,A moderate amount,A lot,A great deal,A lot,A great deal,A great deal,A great deal,A lot,A moderate amount,A moderate amount,A moderate amount,Male,,22,South African
IP Address,,anonymous,EN-GB,Yes,66c3430557d8a9485054e79d,Somewhat agree,Somewhat agree,Strongly agree,Somewhat dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Extremely satisfied,A great deal,A great deal,A moderate amount,A little,About half the time,A little,Somewhat,A lot,None at all,A lot,None at all,A moderate amount,A little,A moderate amount,A little,A great deal,A lot,A moderate amount,A lot,A great deal,A great deal,A lot,A lot,A lot,A moderate amount,A moderate amount,A great deal,A moderate amount,A little,A moderate amount,A moderate amount,None at all,A moderate amount,A great deal,A lot,Male,,18,Italian
IP Address,,anonymous,EN-GB,Yes,61140e361b66a60be143ca4f,Strongly agree,Strongly agree,Strongly agree,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,A moderate amount,A moderate amount,A little,A great deal,Sometimes,Completely,Completely,Completely,A great deal,A lot,A lot,A lot,,A lot,A great deal,A lot,A lot,A little,A great deal,A moderate amount,A great deal,A lot,A lot,A lot,A moderate amount,A moderate amount,A lot,A moderate amount,A moderate amount,A moderate amount,A lot,A lot,A little,A moderate amount,A moderate amount,Male,,22,British
IP Address,,anonymous,EN-GB,Yes,6144b76aedae028c523b3071,Somewhat disagree,Somewhat agree,Strongly agree,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,A lot,A moderate amount,A moderate amount,A great deal,Sometimes,A lot,Somewhat,A little,A moderate amount,A great deal,A moderate amount,A lot,A little,A great deal,A moderate amount,A lot,A moderate amount,A little,A great deal,A great deal,A great deal,A great deal,A great deal,A lot,A little,A lot,A great deal,A little,A lot,A lot,A lot,A lot,A moderate amount,A lot,A moderate amount,Male,,24,Portuguese
IP Address,,anonymous,EN-GB,Yes,65e2025fc4de67d74ba271f2,Somewhat agree,Somewhat agree,Somewhat agree,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,A moderate amount,A great deal,A little,A moderate amount,Sometimes,A lot,Somewhat,A lot,None at all,A great deal,None at all,A little,A little,A moderate amount,A little,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A moderate amount,A moderate amount,A lot,A lot,A great deal,A great deal,A moderate amount,A moderate amount,A great deal,A great deal,A great deal,Female,,23,South African 
IP Address,,anonymous,EN-GB,Yes,66c1ff65ec95013b55e3621c,Strongly agree,Strongly agree,Strongly agree,Extremely dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Extremely satisfied,A great deal,A lot,A moderate amount,A great deal,Sometimes,A lot,A lot,A lot,A lot,A great deal,A lot,A great deal,A moderate amount,A lot,A moderate amount,A moderate amount,A lot,A lot,A lot,A lot,A great deal,A little,A moderate amount,A lot,A lot,A lot,A great deal,A moderate amount,A lot,A great deal,A lot,A great deal,A great deal,A great deal,A great deal,Male,,20,Czech Republic
IP Address,,anonymous,EN-GB,Yes,60041a8be9950444089c6f94,Strongly agree,Strongly agree,Strongly agree,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,A great deal,A little,A little,None at all,Sometimes,Completely,Completely,Not at all,None at all,A great deal,A moderate amount,A great deal,None at all,A lot,A little,A lot,A lot,A lot,A great deal,A great deal,A great deal,A great deal,A great deal,A moderate amount,A great deal,A moderate amount,A great deal,A lot,A great deal,A great deal,A great deal,A lot,A moderate amount,A moderate amount,A little,Female,,24,South African 
IP Address,,anonymous,EN-GB,Yes,66927b30b9582c708f177fbf,Strongly disagree,Somewhat agree,Strongly agree,Neither satisfied nor dissatisfied,Extremely satisfied,Somewhat dissatisfied,Extremely satisfied,None at all,A moderate amount,None at all,A great deal,Sometimes,Completely,A lot,Not at all,None at all,A moderate amount,A little,A little,None at all,A great deal,None at all,A little,A great deal,None at all,A great deal,A great deal,A great deal,A great deal,A great deal,None at all,A lot,A lot,A great deal,A little,A great deal,A moderate amount,A great deal,A lot,A little,A little,None at all,Male,,22,Italy
IP Address,,anonymous,EN-GB,Yes,66a54834bb5e6fa894255d6f,Strongly agree,Strongly agree,Strongly agree,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,A great deal,A great deal,A great deal,A great deal,Sometimes,Not at all,Not at all,Not at all,None at all,None at all,None at all,None at all,None at all,A great deal,A great deal,A great deal,A great deal,A moderate amount,A great deal,A great deal,A great deal,A moderate amount,A great deal,A moderate amount,A great deal,A great deal,A great deal,A lot,A moderate amount,A great deal,A little,None at all,A great deal,A great deal,A great deal,Female,,23,South African
IP Address,,anonymous,EN-GB,Yes,5f60f6b65bd9c0022dcf9ace,Strongly agree,Somewhat agree,Somewhat agree,Neither satisfied nor dissatisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,A little,A lot,A moderate amount,A little,Most of the time,Somewhat,A lot,Not at all,None at all,A lot,A moderate amount,A moderate amount,A little,A great deal,A lot,A moderate amount,A moderate amount,A great deal,A great deal,A moderate amount,A moderate amount,A little,A great deal,A great deal,A lot,A moderate amount,A moderate amount,A lot,A moderate amount,A little,A lot,A lot,A great deal,A moderate amount,A lot,Female,,26,South African
IP Address,,anonymous,EN-GB,Yes,5d511705f61908000160a772,Somewhat agree,Strongly agree,Strongly agree,Neither satisfied nor dissatisfied,Somewhat satisfied,Extremely satisfied,Neither satisfied nor dissatisfied,A great deal,A little,A moderate amount,A moderate amount,Never,A lot,Somewhat,Somewhat,A moderate amount,A moderate amount,A little,A moderate amount,A little,A lot,A moderate amount,A lot,A lot,A lot,A great deal,A lot,A great deal,A moderate amount,A great deal,A lot,A great deal,A lot,A great deal,A great deal,A lot,A moderate amount,A moderate amount,A little,A moderate amount,A moderate amount,A lot,Male,,40,polish
IP Address,,anonymous,EN-GB,Yes,66a8dbe3bae35b4c4808e616,Somewhat agree,Strongly agree,Strongly agree,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,Extremely satisfied,A great deal,A great deal,A great deal,A lot,Sometimes,A lot,Completely,Somewhat,None at all,A lot,A little,A lot,A little,A lot,A moderate amount,A lot,A great deal,None at all,A moderate amount,A moderate amount,A lot,None at all,None at all,A moderate amount,A lot,A moderate amount,A great deal,A lot,A moderate amount,A moderate amount,A lot,None at all,A moderate amount,A moderate amount,A lot,Female,,35,South African 
IP Address,,anonymous,EN-GB,Yes,669a6bddfc642a8563206afc,Somewhat agree,Somewhat agree,Strongly agree,Somewhat dissatisfied,Extremely satisfied,Somewhat dissatisfied,Extremely satisfied,A moderate amount,A lot,A moderate amount,A great deal,Sometimes,A lot,A lot,Not at all,None at all,A moderate amount,None at all,None at all,None at all,A great deal,A little,A great deal,A lot,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A little,None at all,None at all,A little,A great deal,A moderate amount,None at all,A little,A little,A lot,A little,Female,,23,Portuguese
IP Address,,anonymous,EN-GB,Yes,60fd34d68de7efbcd7de57a0,Somewhat agree,Somewhat agree,Somewhat agree,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,A little,A lot,A moderate amount,A great deal,Sometimes,A lot,A lot,A little,A lot,A lot,A lot,A lot,A little,A great deal,A little,A lot,A little,A little,A great deal,A moderate amount,A great deal,A moderate amount,A great deal,A moderate amount,A moderate amount,A lot,A lot,A lot,A lot,A moderate amount,A lot,A lot,A moderate amount,A lot,A little,Female,,23,Slovenian
IP Address,,anonymous,EN-GB,Yes,6130f102b3dfe2d4975dd252,Somewhat agree,Strongly agree,Strongly agree,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,A lot,A great deal,A lot,A lot,Sometimes,Somewhat,Somewhat,Not at all,A little,A moderate amount,A moderate amount,A little,None at all,A lot,A moderate amount,A lot,A lot,A moderate amount,A lot,A lot,A great deal,A moderate amount,A great deal,A lot,A moderate amount,A lot,A lot,A moderate amount,A moderate amount,A lot,A lot,A little,A lot,A moderate amount,A lot,Female,,21,South African
IP Address,,anonymous,EN-GB,Yes,66b4d0e7ee790661a640985e,Strongly agree,Somewhat agree,Strongly agree,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,Extremely satisfied,A great deal,A moderate amount,A moderate amount,A little,Sometimes,Somewhat,Not at all,Not at all,None at all,None at all,None at all,None at all,None at all,A great deal,A great deal,A moderate amount,A great deal,A lot,A lot,A great deal,A lot,A moderate amount,A great deal,A lot,A moderate amount,A lot,A moderate amount,A lot,A lot,A lot,A moderate amount,A lot,None at all,A little,A lot,Female,,25,South African
IP Address,,anonymous,EN-GB,Yes,5af2d425347a4a000177a00c,Strongly agree,Strongly agree,Strongly agree,Somewhat dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,A great deal,A lot,A moderate amount,A lot,About half the time,Somewhat,A lot,A little,A little,A little,A moderate amount,A lot,A little,A little,A moderate amount,A lot,A little,A moderate amount,A lot,A lot,A lot,A lot,A lot,A moderate amount,A moderate amount,A moderate amount,A lot,A moderate amount,A moderate amount,A moderate amount,A lot,A little,A little,A moderate amount,A little,Male,,57,USA
IP Address,,anonymous,EN-GB,Yes,6547a51f0e866aeb16d65b4c,Strongly agree,Strongly agree,Strongly agree,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,A great deal,A little,A little,A lot,Sometimes,A little,Somewhat,Not at all,None at all,A moderate amount,A moderate amount,A lot,None at all,A lot,None at all,A moderate amount,A little,None at all,A lot,A little,A moderate amount,A moderate amount,A little,A little,A moderate amount,A moderate amount,A lot,A little,A moderate amount,A lot,A moderate amount,A moderate amount,None at all,A little,None at all,Male,,29,Spanish
IP Address,,anonymous,EN-GB,Yes,66756b98b57dc3e151a38741,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat dissatisfied,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,A great deal,A great deal,A great deal,A great deal,Sometimes,A lot,Somewhat,Completely,A great deal,A moderate amount,A lot,A lot,A great deal,A moderate amount,A great deal,A moderate amount,A great deal,None at all,A lot,A lot,A lot,A great deal,A great deal,A great deal,A lot,A lot,A lot,A great deal,A great deal,A lot,A great deal,A great deal,A lot,A moderate amount,A great deal,Female,,64,SOUTH AFRICAN
IP Address,,anonymous,EN-GB,Yes,66798bf721a33a758a405f6c,Strongly agree,Strongly agree,Strongly agree,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,A moderate amount,A moderate amount,A lot,A great deal,Sometimes,Not at all,Not at all,A little,None at all,None at all,None at all,None at all,A little,A lot,A great deal,A lot,A lot,A little,A lot,A moderate amount,A lot,A lot,A great deal,A lot,A moderate amount,A great deal,A lot,A lot,A great deal,A great deal,A great deal,A lot,A great deal,A great deal,A great deal,Female,,25,African
IP Address,,anonymous,EN-GB,Yes,611dea84fa3e1d99dee1362b,Strongly agree,Strongly agree,Strongly agree,Somewhat dissatisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,A great deal,A great deal,A lot,A lot,Sometimes,A lot,Completely,Completely,None at all,A great deal,A lot,A great deal,A moderate amount,A great deal,A great deal,A great deal,A great deal,A moderate amount,A great deal,A lot,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A lot,A great deal,A great deal,A great deal,A lot,A great deal,A great deal,A great deal,Female,,30,South African
IP Address,,anonymous,EN-GB,Yes,65fae6b84fa6b3101d2ca4b1,Somewhat agree,Somewhat agree,Somewhat agree,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,A lot,A moderate amount,A moderate amount,A lot,Sometimes,A lot,A lot,Somewhat,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A little,A great deal,A great deal,A great deal,A lot,A moderate amount,A moderate amount,A lot,A lot,A lot,A lot,A moderate amount,A lot,A lot,A moderate amount,A lot,A moderate amount,A lot,A lot,A moderate amount,A lot,A lot,A lot,Male,,21,Indian
IP Address,,anonymous,EN-GB,Yes,610e84060ea4d4e60d0fc857,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat dissatisfied,Extremely satisfied,Somewhat dissatisfied,Somewhat satisfied,A lot,A little,A little,A little,Sometimes,Somewhat,A lot,A little,None at all,A moderate amount,A lot,A moderate amount,A little,A lot,A little,A lot,A lot,A little,A little,A lot,A lot,A moderate amount,A lot,A moderate amount,A little,A lot,A great deal,A lot,A moderate amount,A lot,A moderate amount,A moderate amount,A lot,A moderate amount,A little,Male,,22,Czech
IP Address,,anonymous,EN-GB,Yes,611fbf86423c9a875559377d,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,A moderate amount,A lot,A lot,A great deal,Sometimes,Somewhat,Somewhat,A little,A little,A moderate amount,A little,A moderate amount,A little,A lot,A lot,A lot,A moderate amount,A lot,A lot,A lot,A lot,A moderate amount,A lot,A little,A moderate amount,A lot,A lot,A lot,A moderate amount,A moderate amount,A lot,A little,A moderate amount,A moderate amount,A moderate amount,Female,,21,Portuguese
